sentence,sentiment,category
theyre improving rapidly,postive,GenAI
cant think exciting time people developing top technology specific answer mean one agreement martin,postive,GenAI
think whole idea know look conversational agent,neutral,GenAI
theyre trained lot general data dont know data specific organization,neutral,GenAI
right,neutral,GenAI
would would love able say slack something say know claude know whatever whatever whatever whatever model know summarize summarize know ten document know company wrote know look look answer natural language question know company policy x z dont dont know dont know,postive,GenAI
think there there much potential kind build private source data data lake,postive,GenAI
course developer retaining data also also also also important,postive,GenAI
specifically wanted say developer also look know application really concretely make people life better,postive,GenAI
know something im really excited biomedical medical record space,postive,GenAI
right,neutral,GenAI
there much unstructured medical data,neutral,GenAI
people trying read nlp long know new generation model offer new opportunity,postive,GenAI
think customer customer service another area like,postive,GenAI
working com company called robin ai work reading legal contract helping people understand legal contract,postive,GenAI
thing concretely make people life better,postive,GenAI
there many opportunity thing like,postive,GenAI
love,postive,GenAI
mean course baseline harm there opportunity u better harm actually think humanity biggest challenge problem challenge use latest technology ai solve,negative,GenAI
love,postive,GenAI
alright,postive,GenAI
couple minute left,neutral,GenAI
let close question,neutral,GenAI
top mind news,postive,GenAI
think probably overblown there there kernel concern wan na thoughtful,postive,GenAI
kind point generative ai advance playing amid ongoing concern pre existing concern ai affect job,postive,GenAI
think issue ai job,neutral,GenAI
martin,neutral,GenAI
yeah,postive,GenAI
think actually come back point made daria point making people life better easier,postive,GenAI
analogy use unfortunately think old enough remember spreadsheet program came banker didnt lose job,negative,GenAI
word processing technology came know writer didnt didnt lose job,negative,GenAI
enabled get rid lower value add part really focus higher value added part,postive,GenAI
thats think well finding information quickly summarizing thing pulling thing together able focus higher order part job,postive,GenAI
think itll really fantastic transformation evolution enable u better work better way,postive,GenAI
well level,postive,GenAI
example gave know banker learn use sell learn macro,neutral,GenAI
key skill today knowledge worker need learn,neutral,GenAI
well think going forward one co founder quote programming language future gon na english gon na language,postive,GenAI
english korean someone else actually use language interact computer,neutral,GenAI
think thinking problem wan na solve,negative,GenAI
value solving problem create use tool application developed company like working company like higher order leveling solve even bigger better problem,postive,GenAI
well martin dario thank much u,postive,GenAI
im excited partnering company,postive,GenAI
look forward successful future together customer developer,postive,GenAI
likewise,neutral,GenAI
thanks u,postive,GenAI
set stage audience might familiar generative ai llm provide quick overview trend youre noticing collectively,neutral,GenAI
yeah,postive,GenAI
think really interesting moment industry user technology computer generally,postive,GenAI
opportunity right loms generative ai fundamentally interaction human computer technology change dramatic way,postive,GenAI
past computer prescriptive user interact get result wanted,neutral,GenAI
right,neutral,GenAI
actually change ai large language model much conversational experience,neutral,GenAI
start interact system natural language still get result system,postive,GenAI
thats huge opportunity u make technology much approachable much much wider audience,postive,GenAI
know torsten seeing rapid increase adoption mean future industry,postive,GenAI
yeah,postive,GenAI
think two reason seeing interest adoption,postive,GenAI
first one come back conversational experience user computer technology empowering user become much productive,neutral,GenAI
imagine developer write code build application,neutral,GenAI
co pilot driven generative ai help build application write code literally save ninety time take get product market,postive,GenAI
right,neutral,GenAI
thats thats one aspect,neutral,GenAI
aspect understanding data intelligence derive data become much automated generative ai,postive,GenAI
something reaffirm snowflake perspective also excited context applicant acquisition automatically understand document derive document intelligence automated way coincidentally using large language model generative ai part applicant,postive,GenAI
know wan na dive little bit,neutral,GenAI
thank much,postive,GenAI
great base line,postive,GenAI
team snowflake integrating technology collectively data cloud,neutral,GenAI
already mentioned applicant working unstructured data document particular,neutral,GenAI
already support orchestrating externally hosted large language model capability call external function essentially give ability interact web host lln api send data snowflake system external function concept,postive,GenAI
there number medium blog post around show,postive,GenAI
said position always wan na bring compute actually data sits inside flake,neutral,GenAI
thats also true large language model generative ai,postive,GenAI
wan na bring llm generative ai snowflake security perimeter governance perimeter upcoming summit conference,postive,GenAI
exciting next chapter snowflake,postive,GenAI
absolutely,neutral,GenAI
yes,postive,GenAI
torsten thank much,postive,GenAI
aware chat ebt opened door nontechnical folk,neutral,GenAI
llm impact coder nontechnical consumer enterprise data within organization,neutral,GenAI
yeah,postive,GenAI
think powering user,neutral,GenAI
first nontechnical user opportunity much conversational experience computer technology system,postive,GenAI
imagine youre essentially walking computer morning,neutral,GenAI
natural language youre explaining system wan na achieve today problem wan na solve,postive,GenAI
wan na engage conversation,postive,GenAI
get first answer system say hey give data following use case,neutral,GenAI
get first result set say yeah,postive,GenAI
present different shape,neutral,GenAI
thats system reacts give give answer,neutral,GenAI
right,neutral,GenAI
end might say hey show pie chart create stream led application thats also transition coding space developer space coder become much much productive describe natural language kind code want build system give initial suggestion code,postive,GenAI
may save ninety time usually take today build application,postive,GenAI
transformational u absolute game changer talk saving time impactful,neutral,GenAI
exactly,neutral,GenAI
right,neutral,GenAI
also create additional insight data automatically better understand data derived intelligence data,postive,GenAI
wan na look society whole dont mind kirsten know would say viewer watching might nervous impact generative ai llm career company order successful future,postive,GenAI
great question,postive,GenAI
think first one appreciate benefit could get generative ai large language model conversational productive interacting computer,postive,GenAI
thats thats first thing,neutral,GenAI
one making sure enterprise context working sensitive data,postive,GenAI
clear sending sensitive data,postive,GenAI
there externally hosted llm system might necessarily comfortable sending private sensitive data place dont necessarily trust,postive,GenAI
particularly enterprise context sensitive data need pay special attention term condition system theyre interacting security privacy perspective,postive,GenAI
overall broadly also careful like assume,postive,GenAI
assume system always correct,neutral,GenAI
necessarily true,postive,GenAI
see accelerating work blindly trust many case today would would caution say hey look result,postive,GenAI
expect,neutral,GenAI
make sense,neutral,GenAI
many use case think like human need loop otherwise result may necessarily trustworthy,postive,GenAI
well im excited see topic continue evolve portion perspective mentioned upcoming snowflake summit blog audience learn everything thats happening snowflake perspective relation generative ai llm,postive,GenAI
yeah,postive,GenAI
well continue communicate,postive,GenAI
watch block reading content also hope see summit,neutral,GenAI
torsten thank much time insight,postive,GenAI
always pleasure data cloud,postive,GenAI
thank much,postive,GenAI
audience watching thank interest topic,postive,GenAI
tuning dcn,neutral,GenAI
im ryan green ill see next video,negative,GenAI
